"year","name","female","male","maleprop","femaleprop","maletotal","femaletotal"
2006,"Robbie",23,67,0.744444444444444,0.255555555555556,20676,22215
2007,"Robbie",18,58,0.763157894736842,0.236842105263158,20676,22215
2008,"Robbie",18,62,0.775,0.225,20676,22215
2009,"Robbie",19,64,0.771084337349398,0.228915662650602,20676,22215
2010,"Robbie",13,65,0.833333333333333,0.166666666666667,20676,22215
2011,"Robbie",10,68,0.871794871794872,0.128205128205128,20676,22215
2012,"Robbie",21,75,0.78125,0.21875,20676,22215
2013,"Robbie",14,70,0.833333333333333,0.166666666666667,20676,22215
2014,"Robbie",9,61,0.871428571428571,0.128571428571429,20676,22215
1881,"Robin",0,5,1,0,44026,288636
1887,"Robin",0,5,1,0,44026,288636
1888,"Robin",0,6,1,0,44026,288636
1889,"Robin",0,6,1,0,44026,288636
1893,"Robin",0,8,1,0,44026,288636
1896,"Robin",0,6,1,0,44026,288636
1898,"Robin",0,6,1,0,44026,288636
1899,"Robin",0,5,1,0,44026,288636
1901,"Robin",0,5,1,0,44026,288636
1903,"Robin",0,5,1,0,44026,288636
1904,"Robin",6,6,0.5,0.5,44026,288636
1905,"Robin",0,5,1,0,44026,288636
1906,"Robin",0,6,1,0,44026,288636
1907,"Robin",0,6,1,0,44026,288636
1908,"Robin",0,5,1,0,44026,288636
1909,"Robin",5,7,0.583333333333333,0.416666666666667,44026,288636
1910,"Robin",6,0,0,1,44026,288636
1911,"Robin",0,8,1,0,44026,288636
1912,"Robin",8,18,0.692307692307692,0.307692307692308,44026,288636
1913,"Robin",10,11,0.523809523809524,0.476190476190476,44026,288636
1914,"Robin",6,26,0.8125,0.1875,44026,288636
1915,"Robin",17,27,0.613636363636364,0.386363636363636,44026,288636
1916,"Robin",6,27,0.818181818181818,0.181818181818182,44026,288636
1917,"Robin",11,33,0.75,0.25,44026,288636
1918,"Robin",19,20,0.512820512820513,0.487179487179487,44026,288636
1919,"Robin",8,32,0.8,0.2,44026,288636
1920,"Robin",20,46,0.696969696969697,0.303030303030303,44026,288636
1921,"Robin",15,38,0.716981132075472,0.283018867924528,44026,288636
1922,"Robin",33,37,0.528571428571429,0.471428571428571,44026,288636
1923,"Robin",24,36,0.6,0.4,44026,288636
1924,"Robin",30,42,0.583333333333333,0.416666666666667,44026,288636
1925,"Robin",42,47,0.528089887640449,0.471910112359551,44026,288636
1926,"Robin",19,63,0.768292682926829,0.231707317073171,44026,288636
1927,"Robin",38,57,0.6,0.4,44026,288636
1928,"Robin",36,54,0.6,0.4,44026,288636
1929,"Robin",47,60,0.560747663551402,0.439252336448598,44026,288636
1930,"Robin",50,71,0.586776859504132,0.413223140495868,44026,288636
1931,"Robin",38,60,0.612244897959184,0.387755102040816,44026,288636
1932,"Robin",58,68,0.53968253968254,0.46031746031746,44026,288636
1933,"Robin",59,69,0.5390625,0.4609375,44026,288636
1934,"Robin",65,96,0.596273291925466,0.403726708074534,44026,288636
1935,"Robin",65,91,0.583333333333333,0.416666666666667,44026,288636
1936,"Robin",69,80,0.536912751677852,0.463087248322148,44026,288636
1937,"Robin",80,93,0.53757225433526,0.46242774566474,44026,288636
1938,"Robin",104,125,0.54585152838428,0.454148471615721,44026,288636
1939,"Robin",131,166,0.558922558922559,0.441077441077441,44026,288636
1940,"Robin",206,201,0.493857493857494,0.506142506142506,44026,288636
1941,"Robin",239,208,0.465324384787472,0.534675615212528,44026,288636
1942,"Robin",310,257,0.45326278659612,0.54673721340388,44026,288636
1943,"Robin",333,237,0.415789473684211,0.58421052631579,44026,288636
1944,"Robin",375,268,0.416796267496112,0.583203732503888,44026,288636
1945,"Robin",621,294,0.321311475409836,0.678688524590164,44026,288636
1946,"Robin",773,429,0.356905158069884,0.643094841930116,44026,288636
1947,"Robin",937,565,0.376165113182423,0.623834886817577,44026,288636
1948,"Robin",1094,571,0.342942942942943,0.657057057057057,44026,288636
1949,"Robin",1283,657,0.338659793814433,0.661340206185567,44026,288636
1950,"Robin",1995,739,0.27029992684711,0.72970007315289,44026,288636
1951,"Robin",2893,954,0.247985443202495,0.752014556797505,44026,288636
1952,"Robin",3642,1088,0.230021141649049,0.769978858350951,44026,288636
1953,"Robin",6032,1724,0.222279525528623,0.777720474471377,44026,288636
1954,"Robin",9043,1789,0.165158788774003,0.834841211225997,44026,288636
1955,"Robin",10218,1838,0.152455209024552,0.847544790975448,44026,288636
1956,"Robin",11618,2240,0.161639486217347,0.838360513782653,44026,288636
1957,"Robin",12574,1867,0.129284675576484,0.870715324423516,44026,288636
1958,"Robin",11540,1445,0.111282248748556,0.888717751251444,44026,288636
1959,"Robin",12858,1528,0.10621437508689,0.89378562491311,44026,288636
1960,"Robin",13979,1435,0.0930971843778383,0.906902815622162,44026,288636
1961,"Robin",15642,1850,0.10576263434713,0.89423736565287,44026,288636
1962,"Robin",15127,1531,0.091907792051867,0.908092207948133,44026,288636
1963,"Robin",14431,1358,0.086009246944075,0.913990753055925,44026,288636
1964,"Robin",14330,1162,0.0750064549444875,0.924993545055513,44026,288636
1965,"Robin",11992,915,0.0708917641589835,0.929108235841017,44026,288636
1966,"Robin",9441,853,0.0828638041577618,0.917136195842238,44026,288636
1967,"Robin",7693,631,0.0758049014896684,0.924195098510332,44026,288636
1968,"Robin",8184,594,0.0676691729323308,0.932330827067669,44026,288636
1969,"Robin",7500,523,0.065187585691138,0.934812414308862,44026,288636
1970,"Robin",7002,612,0.0803782505910166,0.919621749408983,44026,288636
1971,"Robin",6215,563,0.0830628503983476,0.916937149601652,44026,288636
1972,"Robin",5371,517,0.0878057065217391,0.912194293478261,44026,288636
1973,"Robin",4808,398,0.0764502497118709,0.923549750288129,44026,288636
1974,"Robin",4523,424,0.085708510208207,0.914291489791793,44026,288636
1975,"Robin",4332,411,0.0866540164452878,0.913345983554712,44026,288636
1976,"Robin",3622,394,0.0981075697211155,0.901892430278884,44026,288636
1977,"Robin",3431,369,0.0971052631578947,0.902894736842105,44026,288636
1978,"Robin",3442,385,0.100600992944865,0.899399007055135,44026,288636
1979,"Robin",3208,500,0.134843581445523,0.865156418554477,44026,288636
1980,"Robin",2806,443,0.136349646044937,0.863650353955063,44026,288636
1981,"Robin",2868,455,0.136924465844117,0.863075534155883,44026,288636
1982,"Robin",2767,406,0.127954617081626,0.872045382918374,44026,288636
1983,"Robin",2387,412,0.147195426938192,0.852804573061808,44026,288636
1984,"Robin",2113,433,0.170070699135899,0.829929300864101,44026,288636
1985,"Robin",2010,372,0.156171284634761,0.843828715365239,44026,288636
1986,"Robin",2264,354,0.135217723453018,0.864782276546982,44026,288636
1987,"Robin",1911,302,0.13646633529146,0.86353366470854,44026,288636
1988,"Robin",1765,325,0.155502392344498,0.844497607655502,44026,288636
1989,"Robin",1801,324,0.152470588235294,0.847529411764706,44026,288636
1990,"Robin",1412,281,0.16597755463674,0.834022445363261,44026,288636
1991,"Robin",1234,306,0.198701298701299,0.801298701298701,44026,288636
1992,"Robin",1055,299,0.22082717872969,0.77917282127031,44026,288636
1993,"Robin",997,295,0.228328173374613,0.771671826625387,44026,288636
1994,"Robin",799,230,0.223517978620019,0.776482021379981,44026,288636
1995,"Robin",727,225,0.236344537815126,0.763655462184874,44026,288636
1996,"Robin",719,178,0.198439241917503,0.801560758082497,44026,288636
1997,"Robin",596,175,0.226977950713359,0.773022049286641,44026,288636
1998,"Robin",496,158,0.241590214067278,0.758409785932722,44026,288636
1999,"Robin",462,158,0.254838709677419,0.745161290322581,44026,288636
2000,"Robin",422,136,0.243727598566308,0.756272401433692,44026,288636
2001,"Robin",359,132,0.268839103869654,0.731160896130346,44026,288636
2002,"Robin",271,122,0.310432569974555,0.689567430025445,44026,288636
2003,"Robin",255,112,0.305177111716621,0.694822888283379,44026,288636
2004,"Robin",252,132,0.34375,0.65625,44026,288636
2005,"Robin",214,130,0.377906976744186,0.622093023255814,44026,288636
2006,"Robin",224,120,0.348837209302326,0.651162790697674,44026,288636
2007,"Robin",213,129,0.37719298245614,0.62280701754386,44026,288636
2008,"Robin",188,118,0.38562091503268,0.61437908496732,44026,288636
2009,"Robin",178,92,0.340740740740741,0.659259259259259,44026,288636
2010,"Robin",157,107,0.40530303030303,0.59469696969697,44026,288636
2011,"Robin",145,101,0.410569105691057,0.589430894308943,44026,288636
2012,"Robin",175,104,0.372759856630824,0.627240143369176,44026,288636
2013,"Robin",189,155,0.450581395348837,0.549418604651163,44026,288636
2014,"Robin",223,188,0.457420924574209,0.542579075425791,44026,288636
1881,"Shannon",0,5,1,0,51688,294251
1885,"Shannon",0,6,1,0,51688,294251
1890,"Shannon",0,5,1,0,51688,294251
1904,"Shannon",0,7,1,0,51688,294251
1905,"Shannon",0,5,1,0,51688,294251
1906,"Shannon",0,5,1,0,51688,294251
1907,"Shannon",0,6,1,0,51688,294251
1908,"Shannon",0,7,1,0,51688,294251
1912,"Shannon",5,9,0.642857142857143,0.357142857142857,51688,294251
1913,"Shannon",0,16,1,0,51688,294251
1914,"Shannon",0,16,1,0,51688,294251
1915,"Shannon",0,30,1,0,51688,294251
1916,"Shannon",0,31,1,0,51688,294251
1917,"Shannon",0,24,1,0,51688,294251
1918,"Shannon",5,25,0.833333333333333,0.166666666666667,51688,294251
1919,"Shannon",5,34,0.871794871794872,0.128205128205128,51688,294251
1920,"Shannon",0,19,1,0,51688,294251
1921,"Shannon",6,28,0.823529411764706,0.176470588235294,51688,294251
1922,"Shannon",15,29,0.659090909090909,0.340909090909091,51688,294251
1923,"Shannon",11,39,0.78,0.22,51688,294251
1924,"Shannon",10,19,0.655172413793103,0.344827586206897,51688,294251
1925,"Shannon",13,25,0.657894736842105,0.342105263157895,51688,294251
1926,"Shannon",11,26,0.702702702702703,0.297297297297297,51688,294251
1927,"Shannon",9,28,0.756756756756757,0.243243243243243,51688,294251
1928,"Shannon",17,26,0.604651162790698,0.395348837209302,51688,294251
1929,"Shannon",20,15,0.428571428571429,0.571428571428571,51688,294251
1930,"Shannon",15,11,0.423076923076923,0.576923076923077,51688,294251
1931,"Shannon",28,24,0.461538461538462,0.538461538461538,51688,294251
1932,"Shannon",23,24,0.51063829787234,0.48936170212766,51688,294251
1933,"Shannon",29,34,0.53968253968254,0.46031746031746,51688,294251
1934,"Shannon",38,32,0.457142857142857,0.542857142857143,51688,294251
1935,"Shannon",32,29,0.475409836065574,0.524590163934426,51688,294251
1936,"Shannon",32,35,0.522388059701492,0.477611940298507,51688,294251
1937,"Shannon",55,31,0.36046511627907,0.63953488372093,51688,294251
1938,"Shannon",55,42,0.43298969072165,0.56701030927835,51688,294251
1939,"Shannon",66,35,0.346534653465347,0.653465346534653,51688,294251
1940,"Shannon",71,35,0.330188679245283,0.669811320754717,51688,294251
1941,"Shannon",83,42,0.336,0.664,51688,294251
1942,"Shannon",125,49,0.281609195402299,0.718390804597701,51688,294251
1943,"Shannon",143,50,0.259067357512953,0.740932642487047,51688,294251
1944,"Shannon",121,48,0.284023668639053,0.715976331360947,51688,294251
1945,"Shannon",119,52,0.304093567251462,0.695906432748538,51688,294251
1946,"Shannon",152,85,0.358649789029536,0.641350210970464,51688,294251
1947,"Shannon",257,75,0.225903614457831,0.774096385542169,51688,294251
1948,"Shannon",219,78,0.262626262626263,0.737373737373737,51688,294251
1949,"Shannon",268,82,0.234285714285714,0.765714285714286,51688,294251
1950,"Shannon",382,92,0.194092827004219,0.805907172995781,51688,294251
1951,"Shannon",375,108,0.22360248447205,0.77639751552795,51688,294251
1952,"Shannon",420,106,0.201520912547529,0.798479087452472,51688,294251
1953,"Shannon",493,90,0.154373927958834,0.845626072041166,51688,294251
1954,"Shannon",557,123,0.180882352941176,0.819117647058824,51688,294251
1955,"Shannon",641,157,0.196741854636591,0.803258145363409,51688,294251
1956,"Shannon",692,165,0.192532088681447,0.807467911318553,51688,294251
1957,"Shannon",708,161,0.185270425776755,0.814729574223245,51688,294251
1958,"Shannon",824,142,0.146997929606625,0.853002070393375,51688,294251
1959,"Shannon",1008,298,0.228177641653905,0.771822358346095,51688,294251
1960,"Shannon",1014,286,0.22,0.78,51688,294251
1961,"Shannon",1235,334,0.212874442319949,0.787125557680051,51688,294251
1962,"Shannon",1394,502,0.264767932489451,0.735232067510548,51688,294251
1963,"Shannon",2051,626,0.233843855061636,0.766156144938364,51688,294251
1964,"Shannon",2302,760,0.248203788373612,0.751796211626388,51688,294251
1965,"Shannon",2569,937,0.267256132344552,0.732743867655448,51688,294251
1966,"Shannon",2993,1156,0.278621354543263,0.721378645456737,51688,294251
1967,"Shannon",3445,1170,0.253521126760563,0.746478873239437,51688,294251
1968,"Shannon",6403,1707,0.210480887792848,0.789519112207152,51688,294251
1969,"Shannon",10449,2372,0.185008969659153,0.814991030340847,51688,294251
1970,"Shannon",13548,2572,0.159553349875931,0.840446650124069,51688,294251
1971,"Shannon",12652,3006,0.191978541320731,0.808021458679269,51688,294251
1972,"Shannon",10963,3014,0.215639979967089,0.784360020032911,51688,294251
1973,"Shannon",9804,2635,0.211833748693625,0.788166251306375,51688,294251
1974,"Shannon",10608,2506,0.191093487875553,0.808906512124447,51688,294251
1975,"Shannon",9371,2535,0.21291785654292,0.78708214345708,51688,294251
1976,"Shannon",13371,2613,0.163475975975976,0.836524024024024,51688,294251
1977,"Shannon",12519,2285,0.154350175628209,0.845649824371791,51688,294251
1978,"Shannon",10601,1849,0.1485140562249,0.8514859437751,51688,294251
1979,"Shannon",10366,1640,0.136598367482925,0.863401632517075,51688,294251
1980,"Shannon",9668,1330,0.120931078377887,0.879068921622113,51688,294251
1981,"Shannon",9226,1204,0.115436241610738,0.884563758389262,51688,294251
1982,"Shannon",8621,1088,0.112060974353692,0.887939025646308,51688,294251
1983,"Shannon",8424,882,0.0947775628626693,0.905222437137331,51688,294251
1984,"Shannon",8476,762,0.082485386447283,0.917514613552717,51688,294251
1985,"Shannon",7713,689,0.0820042846941205,0.91799571530588,51688,294251
1986,"Shannon",7401,569,0.0713927227101631,0.928607277289837,51688,294251
1987,"Shannon",6966,518,0.0692143238909674,0.930785676109033,51688,294251
1988,"Shannon",6254,511,0.0755358462675536,0.924464153732446,51688,294251
1989,"Shannon",5661,566,0.0908944917295648,0.909105508270435,51688,294251
1990,"Shannon",5185,520,0.091148115687993,0.908851884312007,51688,294251
1991,"Shannon",4845,514,0.0959134166822168,0.904086583317783,51688,294251
1992,"Shannon",5290,466,0.080958999305073,0.919041000694927,51688,294251
1993,"Shannon",6069,377,0.0584858827179646,0.941514117282035,51688,294251
1994,"Shannon",5507,403,0.0681895093062606,0.931810490693739,51688,294251
1995,"Shannon",4734,375,0.0733998825601879,0.926600117439812,51688,294251
1996,"Shannon",4338,316,0.0678985818650623,0.932101418134938,51688,294251
1997,"Shannon",3914,296,0.0703087885985748,0.929691211401425,51688,294251
1998,"Shannon",3277,271,0.0763810597519729,0.923618940248027,51688,294251
1999,"Shannon",2748,308,0.100785340314136,0.899214659685864,51688,294251
2000,"Shannon",2179,241,0.0995867768595041,0.900413223140496,51688,294251
2001,"Shannon",1906,209,0.0988179669030733,0.901182033096927,51688,294251
2002,"Shannon",1757,234,0.117528879959819,0.882471120040181,51688,294251
2003,"Shannon",1447,205,0.12409200968523,0.87590799031477,51688,294251
2004,"Shannon",1255,201,0.138049450549451,0.861950549450549,51688,294251
2005,"Shannon",1052,194,0.15569823434992,0.84430176565008,51688,294251
2006,"Shannon",918,190,0.171480144404332,0.828519855595668,51688,294251
2007,"Shannon",741,161,0.178492239467849,0.821507760532151,51688,294251
2008,"Shannon",657,149,0.184863523573201,0.815136476426799,51688,294251
2009,"Shannon",542,144,0.209912536443149,0.790087463556851,51688,294251
2010,"Shannon",416,95,0.185909980430528,0.814090019569472,51688,294251
2011,"Shannon",391,101,0.205284552845528,0.794715447154472,51688,294251
2012,"Shannon",326,94,0.223809523809524,0.776190476190476,51688,294251
2013,"Shannon",276,96,0.258064516129032,0.741935483870968,51688,294251
2014,"Shannon",255,84,0.247787610619469,0.752212389380531,51688,294251
1931,"Shawn",0,6,1,0,299115,32921
1932,"Shawn",5,0,0,1,299115,32921
1936,"Shawn",7,5,0.416666666666667,0.583333333333333,299115,32921
1937,"Shawn",0,8,1,0,299115,32921
1938,"Shawn",5,10,0.666666666666667,0.333333333333333,299115,32921
1939,"Shawn",6,11,0.647058823529412,0.352941176470588,299115,32921
1940,"Shawn",9,13,0.590909090909091,0.409090909090909,299115,32921
1941,"Shawn",8,16,0.666666666666667,0.333333333333333,299115,32921
1942,"Shawn",9,19,0.678571428571429,0.321428571428571,299115,32921
1943,"Shawn",12,27,0.692307692307692,0.307692307692308,299115,32921
1944,"Shawn",11,13,0.541666666666667,0.458333333333333,299115,32921
1945,"Shawn",8,17,0.68,0.32,299115,32921
1946,"Shawn",21,22,0.511627906976744,0.488372093023256,299115,32921
1947,"Shawn",39,57,0.59375,0.40625,299115,32921
1948,"Shawn",83,143,0.632743362831858,0.367256637168142,299115,32921
1949,"Shawn",61,134,0.687179487179487,0.312820512820513,299115,32921
1950,"Shawn",117,178,0.603389830508475,0.396610169491525,299115,32921
1951,"Shawn",123,137,0.526923076923077,0.473076923076923,299115,32921
1952,"Shawn",121,188,0.608414239482201,0.391585760517799,299115,32921
1953,"Shawn",170,343,0.668615984405458,0.331384015594542,299115,32921
1954,"Shawn",310,429,0.580514208389716,0.419485791610284,299115,32921
1955,"Shawn",395,542,0.578441835645678,0.421558164354322,299115,32921
1956,"Shawn",548,571,0.510277033065237,0.489722966934763,299115,32921
1957,"Shawn",696,906,0.565543071161049,0.434456928838951,299115,32921
1958,"Shawn",750,1187,0.612803304078472,0.387196695921528,299115,32921
1959,"Shawn",765,1972,0.720496894409938,0.279503105590062,299115,32921
1960,"Shawn",758,2050,0.73005698005698,0.26994301994302,299115,32921
1961,"Shawn",899,2482,0.734102336586809,0.265897663413191,299115,32921
1962,"Shawn",901,2881,0.761766261237441,0.238233738762559,299115,32921
1963,"Shawn",1016,3462,0.773112996873604,0.226887003126396,299115,32921
1964,"Shawn",1404,4397,0.75797276331667,0.24202723668333,299115,32921
1965,"Shawn",1448,4924,0.772755806654112,0.227244193345888,299115,32921
1966,"Shawn",1492,5726,0.793294541424217,0.206705458575783,299115,32921
1967,"Shawn",1597,6141,0.793615921426725,0.206384078573275,299115,32921
1968,"Shawn",1751,7478,0.810271968794019,0.189728031205981,299115,32921
1969,"Shawn",1825,8273,0.819271142800555,0.180728857199445,299115,32921
1970,"Shawn",1971,10952,0.847481235007351,0.152518764992649,299115,32921
1971,"Shawn",1863,12831,0.873213556553695,0.126786443446305,299115,32921
1972,"Shawn",1574,11286,0.877604976671851,0.122395023328149,299115,32921
1973,"Shawn",1285,11444,0.899049414722288,0.100950585277712,299115,32921
1974,"Shawn",1271,11446,0.900055044428717,0.0999449555712825,299115,32921
1975,"Shawn",963,10694,0.917388693488891,0.0826113065111092,299115,32921
1976,"Shawn",773,10109,0.928965263738283,0.0710347362617166,299115,32921
1977,"Shawn",667,9865,0.936669198632738,0.0633308013672617,299115,32921
1978,"Shawn",535,9286,0.945524895631809,0.0544751043681906,299115,32921
1979,"Shawn",462,7916,0.944855574122702,0.0551444258772977,299115,32921
1980,"Shawn",388,7696,0.952003958436418,0.0479960415635824,299115,32921
1981,"Shawn",338,7077,0.954416722859069,0.0455832771409305,299115,32921
1982,"Shawn",311,6842,0.956521739130435,0.0434782608695652,299115,32921
1983,"Shawn",279,6357,0.957956600361664,0.0420433996383363,299115,32921
1984,"Shawn",268,6044,0.957541191381496,0.0424588086185044,299115,32921
1985,"Shawn",321,6980,0.956033420079441,0.0439665799205588,299115,32921
1986,"Shawn",252,7009,0.965294036634072,0.0347059633659276,299115,32921
1987,"Shawn",200,6203,0.968764641574262,0.0312353584257379,299115,32921
1988,"Shawn",194,5887,0.968097352409143,0.0319026475908568,299115,32921
1989,"Shawn",151,5476,0.973165096854452,0.0268349031455483,299115,32921
1990,"Shawn",171,5719,0.970967741935484,0.0290322580645161,299115,32921
1991,"Shawn",168,5416,0.969914040114613,0.0300859598853868,299115,32921
1992,"Shawn",143,5151,0.972988288628636,0.0270117113713638,299115,32921
1993,"Shawn",116,4814,0.976470588235294,0.0235294117647059,299115,32921
1994,"Shawn",106,4243,0.975626580823178,0.0243734191768223,299115,32921
1995,"Shawn",96,3821,0.97549144753638,0.0245085524636201,299115,32921
1996,"Shawn",73,3503,0.979586129753915,0.020413870246085,299115,32921
1997,"Shawn",79,3446,0.977588652482269,0.0224113475177305,299115,32921
1998,"Shawn",64,3255,0.980717083458873,0.0192829165411268,299115,32921
1999,"Shawn",45,3098,0.985682468978683,0.0143175310213172,299115,32921
2000,"Shawn",64,2891,0.97834179357022,0.02165820642978,299115,32921
2001,"Shawn",43,2627,0.983895131086142,0.0161048689138577,299115,32921
2002,"Shawn",28,2615,0.98940597805524,0.0105940219447597,299115,32921
2003,"Shawn",30,2571,0.988465974625144,0.0115340253748558,299115,32921
2004,"Shawn",39,2408,0.98406211687781,0.0159378831221904,299115,32921
2005,"Shawn",32,2366,0.986655546288574,0.0133444537114262,299115,32921
2006,"Shawn",18,2470,0.992765273311897,0.00723472668810289,299115,32921
2007,"Shawn",27,2346,0.988621997471555,0.011378002528445,299115,32921
2008,"Shawn",33,2060,0.984233158146202,0.0157668418537984,299115,32921
2009,"Shawn",30,1800,0.983606557377049,0.0163934426229508,299115,32921
2010,"Shawn",19,1462,0.987170830519919,0.012829169480081,299115,32921
2011,"Shawn",12,1418,0.991608391608392,0.00839160839160839,299115,32921
2012,"Shawn",21,1292,0.984006092916984,0.015993907083016,299115,32921
2013,"Shawn",15,1105,0.986607142857143,0.0133928571428571,299115,32921
2014,"Shawn",13,1050,0.987770460959548,0.0122295390404516,299115,32921
1880,"Shelby",0,8,1,0,16014,141481
1881,"Shelby",0,11,1,0,16014,141481
1882,"Shelby",0,13,1,0,16014,141481
1883,"Shelby",0,8,1,0,16014,141481
1884,"Shelby",0,16,1,0,16014,141481
1885,"Shelby",0,10,1,0,16014,141481
1886,"Shelby",0,9,1,0,16014,141481
1887,"Shelby",0,14,1,0,16014,141481
1888,"Shelby",0,15,1,0,16014,141481
1889,"Shelby",0,11,1,0,16014,141481
1890,"Shelby",0,11,1,0,16014,141481
1891,"Shelby",0,6,1,0,16014,141481
1892,"Shelby",0,19,1,0,16014,141481
1893,"Shelby",0,11,1,0,16014,141481
1894,"Shelby",0,14,1,0,16014,141481
1895,"Shelby",0,16,1,0,16014,141481
1896,"Shelby",0,14,1,0,16014,141481
1897,"Shelby",0,14,1,0,16014,141481
1898,"Shelby",0,22,1,0,16014,141481
1899,"Shelby",0,17,1,0,16014,141481
1900,"Shelby",0,20,1,0,16014,141481
1901,"Shelby",0,14,1,0,16014,141481
1902,"Shelby",0,11,1,0,16014,141481
1903,"Shelby",0,18,1,0,16014,141481
1904,"Shelby",0,12,1,0,16014,141481
1905,"Shelby",0,18,1,0,16014,141481
1906,"Shelby",0,29,1,0,16014,141481
1907,"Shelby",0,14,1,0,16014,141481
1908,"Shelby",0,31,1,0,16014,141481
1909,"Shelby",0,26,1,0,16014,141481
1910,"Shelby",0,29,1,0,16014,141481
1911,"Shelby",0,30,1,0,16014,141481
1912,"Shelby",0,48,1,0,16014,141481
1913,"Shelby",5,38,0.883720930232558,0.116279069767442,16014,141481
1914,"Shelby",5,84,0.943820224719101,0.0561797752808989,16014,141481
1915,"Shelby",5,90,0.947368421052632,0.0526315789473684,16014,141481
1916,"Shelby",10,100,0.909090909090909,0.0909090909090909,16014,141481
1917,"Shelby",9,119,0.9296875,0.0703125,16014,141481
1918,"Shelby",5,113,0.957627118644068,0.0423728813559322,16014,141481
1919,"Shelby",7,142,0.953020134228188,0.0469798657718121,16014,141481
1920,"Shelby",10,145,0.935483870967742,0.0645161290322581,16014,141481
1921,"Shelby",12,136,0.918918918918919,0.0810810810810811,16014,141481
1922,"Shelby",10,128,0.927536231884058,0.072463768115942,16014,141481
1923,"Shelby",7,126,0.947368421052632,0.0526315789473684,16014,141481
1924,"Shelby",7,110,0.94017094017094,0.0598290598290598,16014,141481
1925,"Shelby",9,128,0.934306569343066,0.0656934306569343,16014,141481
1926,"Shelby",0,120,1,0,16014,141481
1927,"Shelby",11,124,0.918518518518519,0.0814814814814815,16014,141481
1928,"Shelby",19,97,0.836206896551724,0.163793103448276,16014,141481
1929,"Shelby",10,110,0.916666666666667,0.0833333333333333,16014,141481
1930,"Shelby",0,111,1,0,16014,141481
1931,"Shelby",11,110,0.909090909090909,0.0909090909090909,16014,141481
1932,"Shelby",17,104,0.859504132231405,0.140495867768595,16014,141481
1933,"Shelby",18,116,0.865671641791045,0.134328358208955,16014,141481
1934,"Shelby",17,133,0.886666666666667,0.113333333333333,16014,141481
1935,"Shelby",67,121,0.643617021276596,0.356382978723404,16014,141481
1936,"Shelby",1072,151,0.12346688470973,0.87653311529027,16014,141481
1937,"Shelby",1996,203,0.0923146884947704,0.90768531150523,16014,141481
1938,"Shelby",1712,213,0.110649350649351,0.889350649350649,16014,141481
1939,"Shelby",1165,206,0.150255288110868,0.849744711889132,16014,141481
1940,"Shelby",1007,177,0.149493243243243,0.850506756756757,16014,141481
1941,"Shelby",826,168,0.169014084507042,0.830985915492958,16014,141481
1942,"Shelby",598,159,0.21003963011889,0.78996036988111,16014,141481
1943,"Shelby",491,200,0.289435600578871,0.710564399421129,16014,141481
1944,"Shelby",367,162,0.306238185255198,0.693761814744801,16014,141481
1945,"Shelby",333,152,0.31340206185567,0.68659793814433,16014,141481
1946,"Shelby",397,171,0.301056338028169,0.698943661971831,16014,141481
1947,"Shelby",369,145,0.282101167315175,0.717898832684825,16014,141481
1948,"Shelby",266,160,0.375586854460094,0.624413145539906,16014,141481
1949,"Shelby",241,147,0.378865979381443,0.621134020618557,16014,141481
1950,"Shelby",248,142,0.364102564102564,0.635897435897436,16014,141481
1951,"Shelby",233,162,0.410126582278481,0.589873417721519,16014,141481
1952,"Shelby",228,135,0.371900826446281,0.628099173553719,16014,141481
1953,"Shelby",262,120,0.31413612565445,0.68586387434555,16014,141481
1954,"Shelby",309,153,0.331168831168831,0.668831168831169,16014,141481
1955,"Shelby",345,151,0.304435483870968,0.695564516129032,16014,141481
1956,"Shelby",343,132,0.277894736842105,0.722105263157895,16014,141481
1957,"Shelby",367,128,0.258585858585859,0.741414141414141,16014,141481
1958,"Shelby",384,127,0.24853228962818,0.75146771037182,16014,141481
1959,"Shelby",356,131,0.268993839835729,0.731006160164271,16014,141481
1960,"Shelby",308,158,0.339055793991416,0.660944206008584,16014,141481
1961,"Shelby",388,131,0.252408477842004,0.747591522157996,16014,141481
1962,"Shelby",369,118,0.242299794661191,0.757700205338809,16014,141481
1963,"Shelby",370,137,0.270216962524655,0.729783037475345,16014,141481
1964,"Shelby",318,117,0.268965517241379,0.731034482758621,16014,141481
1965,"Shelby",274,113,0.291989664082687,0.708010335917313,16014,141481
1966,"Shelby",306,155,0.336225596529284,0.663774403470716,16014,141481
1967,"Shelby",291,130,0.308788598574822,0.691211401425178,16014,141481
1968,"Shelby",319,143,0.30952380952381,0.69047619047619,16014,141481
1969,"Shelby",326,173,0.346693386773547,0.653306613226453,16014,141481
1970,"Shelby",400,159,0.284436493738819,0.715563506261181,16014,141481
1971,"Shelby",556,189,0.253691275167785,0.746308724832215,16014,141481
1972,"Shelby",754,173,0.186623516720604,0.813376483279396,16014,141481
1973,"Shelby",677,171,0.201650943396226,0.798349056603774,16014,141481
1974,"Shelby",799,184,0.187182095625636,0.812817904374364,16014,141481
1975,"Shelby",745,196,0.208289054197662,0.791710945802338,16014,141481
1976,"Shelby",575,176,0.234354194407457,0.765645805592543,16014,141481
1977,"Shelby",553,187,0.252702702702703,0.747297297297297,16014,141481
1978,"Shelby",482,167,0.257318952234206,0.742681047765794,16014,141481
