"year","name","female","male","maleprop","femaleprop","maletotal","femaletotal"
1898,"Frankie",66,0,0,1,39894,32355
1899,"Frankie",76,0,0,1,39894,32355
1900,"Frankie",71,0,0,1,39894,32355
1901,"Frankie",59,7,0.106060606060606,0.893939393939394,39894,32355
1902,"Frankie",88,0,0,1,39894,32355
1903,"Frankie",81,5,0.0581395348837209,0.941860465116279,39894,32355
1904,"Frankie",92,6,0.0612244897959184,0.938775510204082,39894,32355
1905,"Frankie",128,6,0.0447761194029851,0.955223880597015,39894,32355
1906,"Frankie",110,0,0,1,39894,32355
1907,"Frankie",89,9,0.0918367346938776,0.908163265306122,39894,32355
1908,"Frankie",148,13,0.0807453416149068,0.919254658385093,39894,32355
1909,"Frankie",128,14,0.0985915492957746,0.901408450704225,39894,32355
1910,"Frankie",166,13,0.0726256983240224,0.927374301675978,39894,32355
1911,"Frankie",170,14,0.0760869565217391,0.923913043478261,39894,32355
1912,"Frankie",207,28,0.119148936170213,0.880851063829787,39894,32355
